ATM_ID,Date,Total_Cash,Withdrawal_Amount,Deposit_Amount,Transaction_Count,Day_of_Week,Remaining_Cash,Cash_Out
ATM_28,2024-04-27,108771,46843,4350,82,Saturday,66278,0
ATM_42,2024-05-16,285254,20876,5001,19,Thursday,269379,0
ATM_41,2024-03-07,289784,26943,19022,80,Thursday,281863,0
ATM_36,2024-11-09,98709,3077,1025,131,Saturday,96657,0
ATM_6,2024-01-30,246131,18722,16150,147,Tuesday,243559,0
ATM_16,2024-03-13,207471,20073,6084,118,Wednesday,193482,0
ATM_34,2024-05-02,236884,9354,1892,95,Thursday,229422,0
ATM_23,2024-08-15,201911,5214,5442,140,Thursday,202139,0
ATM_50,2024-12-03,236003,48277,14762,116,Tuesday,202488,0
ATM_42,2024-09-29,73788,32438,4345,28,Sunday,45695,0
ATM_24,2024-09-02,164755,11334,19743,199,Monday,173164,0
ATM_49,2024-02-08,193078,29348,10668,97,Thursday,174398,0
ATM_13,2024-06-18,190437,37439,4939,32,Tuesday,157937,0
ATM_18,2024-11-10,103728,45230,15537,97,Sunday,74035,0
ATM_13,2024-04-11,243950,23880,11991,144,Thursday,232061,0
ATM_49,2024-10-20,56056,47370,6636,139,Sunday,15322,1
ATM_37,2024-08-30,226348,9132,11869,13,Friday,229085,0
ATM_43,2024-06-05,173140,19863,5236,112,Wednesday,158513,0
ATM_39,2024-12-25,109657,38056,898,64,Wednesday,72499,0
ATM_42,2024-09-21,258330,42699,16089,35,Saturday,231720,0
ATM_17,2024-09-13,297409,35549,3876,192,Friday,265736,0
ATM_15,2024-12-23,198132,32985,4887,108,Monday,170034,0
ATM_18,2024-12-08,57223,7954,15677,75,Sunday,64946,0
ATM_23,2024-05-02,81573,2882,8614,161,Thursday,87305,0
ATM_30,2024-02-16,154855,44083,6911,181,Friday,117683,0
ATM_34,2024-11-27,146724,26340,19041,181,Wednesday,139425,0
ATM_4,2024-01-10,70323,7958,7619,78,Wednesday,69984,0
ATM_3,2024-05-23,179785,15590,6318,127,Thursday,170513,0
ATM_7,2024-10-25,267330,21832,3132,43,Friday,248630,0
ATM_18,2024-05-31,256735,44204,18108,41,Friday,230639,0
ATM_42,2024-05-15,138577,2196,12340,95,Wednesday,148721,0
ATM_7,2024-03-15,124920,26192,18892,192,Friday,117620,0
ATM_40,2024-12-26,93582,49298,19139,195,Thursday,63423,0
ATM_6,2024-01-26,260352,18703,4431,152,Friday,246080,0
ATM_22,2024-01-07,116201,796,7706,28,Sunday,123111,0
ATM_1,2024-03-19,211629,26276,9208,151,Tuesday,194561,0
ATM_4,2024-01-15,267854,25907,2605,75,Monday,244552,0
ATM_46,2024-07-25,59793,49280,4605,182,Thursday,15118,1
ATM_49,2024-03-29,297669,41569,6383,90,Friday,262483,0
ATM_50,2024-04-06,57452,35402,1518,16,Saturday,23568,0
ATM_43,2024-08-03,105749,32926,10247,57,Saturday,83070,0
ATM_29,2024-09-15,246795,17628,6719,151,Sunday,235886,0
ATM_21,2024-11-24,108048,33441,3078,133,Sunday,77685,0
ATM_26,2024-10-13,77943,14632,11752,35,Sunday,75063,0
ATM_14,2024-03-15,221530,13633,18079,176,Friday,225976,0
ATM_9,2024-08-29,243203,4692,1462,154,Thursday,239973,0
ATM_47,2024-01-17,110797,5315,15604,151,Wednesday,121086,0
ATM_12,2024-06-25,207014,1351,17372,141,Tuesday,223035,0
ATM_42,2024-09-15,77225,32053,18599,86,Sunday,63771,0
ATM_6,2024-05-02,90158,36026,14476,103,Thursday,68608,0
ATM_20,2024-11-06,263326,46610,8898,127,Wednesday,225614,0
ATM_24,2024-04-20,171288,19353,9220,135,Saturday,161155,0
ATM_27,2024-09-12,139535,47131,12657,26,Thursday,105061,0
ATM_38,2024-08-21,243249,12810,16985,180,Wednesday,247424,0
ATM_8,2024-12-21,295350,42382,76,119,Saturday,253044,0
ATM_1,2024-02-09,257184,22938,1732,42,Friday,235978,0
ATM_49,2024-05-01,228530,4179,11420,156,Wednesday,235771,0
ATM_49,2024-08-02,66739,37095,15107,80,Friday,44751,0
ATM_24,2024-10-22,101074,28499,9240,64,Tuesday,81815,0
ATM_47,2024-10-12,185399,34878,11836,135,Saturday,162357,0
ATM_7,2024-10-07,53338,6315,5639,123,Monday,52662,0
ATM_19,2024-01-07,181867,10279,11362,127,Sunday,182950,0
ATM_22,2024-04-01,132109,4054,8188,142,Monday,136243,0
ATM_35,2024-12-26,127871,21392,10479,58,Thursday,116958,0
ATM_30,2024-05-02,106603,35321,1344,177,Thursday,72626,0
ATM_29,2024-12-02,222845,42073,16088,123,Monday,196860,0
ATM_22,2024-04-05,129807,23369,7465,12,Friday,113903,0
ATM_11,2024-01-01,289670,39729,5548,87,Monday,255489,0
ATM_20,2024-03-31,290978,1529,6961,65,Sunday,296410,0
ATM_29,2024-01-07,297926,37558,1043,40,Sunday,261411,0
ATM_41,2024-04-29,98129,10775,15940,59,Monday,103294,0
ATM_42,2024-12-15,293935,9600,11665,46,Sunday,296000,0
ATM_34,2024-05-08,125978,36925,12282,91,Wednesday,101335,0
ATM_1,2024-06-27,174559,9233,5572,46,Thursday,170898,0
ATM_31,2024-04-07,215898,47327,15450,34,Sunday,184021,0
ATM_30,2024-02-12,177234,18241,13042,131,Monday,172035,0
ATM_48,2024-07-01,154374,811,1803,34,Monday,155366,0
ATM_18,2024-07-03,169081,41546,8648,70,Wednesday,136183,0
ATM_17,2024-02-22,163308,21766,2430,72,Thursday,143972,0
ATM_38,2024-08-15,206868,18583,19046,117,Thursday,207331,0
ATM_14,2024-06-09,223659,43296,9727,130,Sunday,190090,0
ATM_23,2024-08-22,112878,36338,8595,182,Thursday,85135,0
ATM_25,2024-12-23,216220,11829,8866,196,Monday,213257,0
ATM_15,2024-07-18,211944,5617,14759,19,Thursday,221086,0
ATM_46,2024-01-01,207047,39264,13188,47,Monday,180971,0
ATM_22,2024-01-14,287701,16021,3625,53,Sunday,275305,0
ATM_3,2024-07-31,218891,20169,1691,44,Wednesday,200413,0
ATM_19,2024-10-03,125891,30174,14211,27,Thursday,109928,0
ATM_44,2024-02-03,278418,16426,3861,34,Saturday,265853,0
ATM_34,2024-12-26,200165,40754,12860,172,Thursday,172271,0
ATM_35,2024-09-26,280655,43216,4386,189,Thursday,241825,0
ATM_50,2024-06-16,165240,3144,7776,161,Sunday,169872,0
ATM_1,2024-06-18,210436,33550,9830,46,Tuesday,186716,0
ATM_21,2024-03-22,269323,39186,9294,156,Friday,239431,0
ATM_29,2024-11-11,76662,22905,955,172,Monday,54712,0
ATM_6,2024-05-16,193158,29120,17893,183,Thursday,181931,0
ATM_37,2024-08-20,275759,39191,2552,118,Tuesday,239120,0
ATM_1,2024-04-24,225005,10151,18612,190,Wednesday,233466,0
ATM_1,2024-09-08,245910,2146,11511,63,Sunday,255275,0
ATM_27,2024-10-15,89640,7123,15974,188,Tuesday,98491,0
ATM_21,2024-02-18,231377,10028,8120,125,Sunday,229469,0
ATM_16,2024-01-04,220759,33268,13826,66,Thursday,201317,0
ATM_44,2024-06-24,82369,30673,5159,65,Monday,56855,0
ATM_40,2024-09-28,119694,34254,11906,16,Saturday,97346,0
ATM_26,2024-01-26,149258,5996,17000,137,Friday,160262,0
ATM_16,2024-03-10,129968,28204,3856,58,Sunday,105620,0
ATM_28,2024-10-19,129259,45232,4249,134,Saturday,88276,0
ATM_1,2024-08-21,293529,24473,14139,163,Wednesday,283195,0
ATM_36,2024-08-18,159073,2996,8400,172,Sunday,164477,0
ATM_10,2024-09-19,203021,2575,16916,165,Thursday,217362,0
ATM_43,2024-10-12,274972,47063,11335,190,Saturday,239244,0
ATM_17,2024-03-14,89636,30623,9829,38,Thursday,68842,0
ATM_23,2024-04-30,227760,43648,10594,85,Tuesday,194706,0
ATM_7,2024-01-06,277094,35191,2040,95,Saturday,243943,0
ATM_44,2024-01-24,274252,5727,8196,156,Wednesday,276721,0
ATM_7,2024-07-12,230160,9872,10486,103,Friday,230774,0
ATM_44,2024-06-16,246843,3524,18469,38,Sunday,261788,0
ATM_15,2024-12-06,213707,8029,9877,76,Friday,215555,0
ATM_34,2024-07-28,143863,36675,15961,105,Sunday,123149,0
ATM_46,2024-05-12,94603,10176,9174,18,Sunday,93601,0
ATM_45,2024-12-10,165796,48414,17228,96,Tuesday,134610,0
ATM_4,2024-10-18,68180,47271,13127,92,Friday,34036,0
ATM_14,2024-06-22,294066,36563,8707,185,Saturday,266210,0
ATM_14,2024-05-30,282849,49255,3747,64,Thursday,237341,0
ATM_16,2024-03-28,120821,36325,4449,53,Thursday,88945,0
ATM_7,2024-10-27,221235,47530,7994,185,Sunday,181699,0
ATM_32,2024-09-22,223422,5815,6507,162,Sunday,224114,0
ATM_19,2024-11-05,261868,24475,7911,47,Tuesday,245304,0
ATM_2,2024-03-10,219369,47963,9616,190,Sunday,181022,0
ATM_10,2024-07-23,257931,11368,3161,158,Tuesday,249724,0
ATM_50,2024-12-06,68595,48988,761,93,Friday,20368,0
ATM_17,2024-02-01,112693,26309,15342,191,Thursday,101726,0
ATM_37,2024-02-12,259777,10741,7193,61,Monday,256229,0
ATM_12,2024-04-27,150945,19823,10509,146,Saturday,141631,0
ATM_6,2024-01-15,69612,41986,12529,121,Monday,40155,0
ATM_22,2024-11-17,114505,18406,16660,138,Sunday,112759,0
ATM_32,2024-04-24,214766,39772,4456,94,Wednesday,179450,0
ATM_41,2024-12-02,186894,20106,12585,136,Monday,179373,0
ATM_20,2024-01-20,200377,21499,10108,39,Saturday,188986,0
ATM_1,2024-06-26,290524,8631,19776,28,Wednesday,301669,0
ATM_47,2024-09-18,283203,22288,10984,128,Wednesday,271899,0
ATM_6,2024-03-19,225477,31746,15063,178,Tuesday,208794,0
ATM_19,2024-04-29,161857,23471,11018,196,Monday,149404,0
ATM_18,2024-01-26,148013,23816,7069,95,Friday,131266,0
ATM_6,2024-01-22,242454,22695,15596,32,Monday,235355,0
ATM_45,2024-07-19,261834,47279,432,91,Friday,214987,0
ATM_33,2024-03-04,73719,49236,17099,57,Monday,41582,0
ATM_23,2024-08-01,107464,45489,4965,37,Thursday,66940,0
ATM_23,2024-11-09,231189,34779,9226,169,Saturday,205636,0
ATM_26,2024-10-19,283589,31037,16323,130,Saturday,268875,0
ATM_13,2024-03-18,184791,45857,9346,110,Monday,148280,0
ATM_7,2024-08-03,135833,37428,9912,31,Saturday,108317,0
ATM_15,2024-08-11,128462,16241,8850,154,Sunday,121071,0
ATM_44,2024-01-28,111168,37418,9452,192,Sunday,83202,0
ATM_27,2024-10-31,147786,42158,13667,192,Thursday,119295,0
ATM_26,2024-07-19,226501,31359,12302,130,Friday,207444,0
ATM_33,2024-03-07,233403,3720,371,137,Thursday,230054,0
ATM_15,2024-12-24,217210,31417,18121,105,Tuesday,203914,0
ATM_36,2024-05-05,176384,29387,8795,52,Sunday,155792,0
ATM_45,2024-12-14,211903,41271,6768,135,Saturday,177400,0
ATM_27,2024-07-13,98533,38015,15959,49,Saturday,76477,0
ATM_5,2024-06-22,242457,30455,5705,137,Saturday,217707,0
ATM_2,2024-03-27,146755,10394,17167,161,Wednesday,153528,0
ATM_33,2024-12-08,138738,26509,10628,77,Sunday,122857,0
ATM_16,2024-11-06,268898,41990,1881,166,Wednesday,228789,0
ATM_23,2024-06-02,191187,43093,9835,67,Sunday,157929,0
ATM_38,2024-07-28,71522,15505,8221,35,Sunday,64238,0
ATM_16,2024-01-13,242232,28516,10673,130,Saturday,224389,0
ATM_14,2024-06-12,282467,47864,15504,105,Wednesday,250107,0
ATM_29,2024-09-11,59968,21710,11531,191,Wednesday,49789,0
ATM_26,2024-03-04,288339,27168,16825,23,Monday,277996,0
ATM_35,2024-11-02,103808,3622,18183,159,Saturday,118369,0
ATM_15,2024-03-16,168265,26884,13698,66,Saturday,155079,0
ATM_3,2024-01-22,72681,28617,16945,141,Monday,61009,0
ATM_23,2024-02-29,280914,39066,8328,72,Thursday,250176,0
ATM_29,2024-02-25,69251,9219,12081,61,Sunday,72113,0
ATM_34,2024-06-16,86317,28869,14837,56,Sunday,72285,0
ATM_33,2024-07-23,105679,46287,8119,187,Tuesday,67511,0
ATM_41,2024-12-18,218616,5592,10735,62,Wednesday,223759,0
ATM_41,2024-09-15,241685,8974,3212,192,Sunday,235923,0
ATM_23,2024-07-09,230402,33833,836,178,Tuesday,197405,0
ATM_7,2024-02-24,206262,5806,14665,65,Saturday,215121,0
ATM_3,2024-12-05,117290,17362,11058,32,Thursday,110986,0
ATM_32,2024-10-10,172383,18984,4178,173,Thursday,157577,0
ATM_31,2024-09-20,189310,19736,2395,159,Friday,171969,0
ATM_18,2024-09-15,189087,40633,10402,106,Sunday,158856,0
ATM_43,2024-12-15,225715,29198,14901,194,Sunday,211418,0
ATM_7,2024-03-29,236550,28649,10972,142,Friday,218873,0
ATM_41,2024-08-09,122033,39331,19454,191,Friday,102156,0
ATM_1,2024-12-15,249142,13262,3905,49,Sunday,239785,0
ATM_14,2024-03-29,205863,14363,14193,176,Friday,205693,0
ATM_32,2024-02-28,102091,39042,3734,166,Wednesday,66783,0
ATM_6,2024-05-31,63734,12109,16412,92,Friday,68037,0
ATM_39,2024-01-28,104917,12196,9574,191,Sunday,102295,0
ATM_10,2024-08-12,298659,5730,6922,53,Monday,299851,0
ATM_7,2024-11-13,102028,11621,18705,53,Wednesday,109112,0
ATM_26,2024-02-20,229208,43005,8611,156,Tuesday,194814,0
ATM_34,2024-09-19,276288,34209,5054,81,Thursday,247133,0
ATM_30,2024-10-05,75812,17825,16058,64,Saturday,74045,0
ATM_36,2024-02-15,81882,11445,18978,40,Thursday,89415,0
ATM_21,2024-11-29,83775,12748,19635,115,Friday,90662,0
ATM_17,2024-04-15,185901,32435,18582,77,Monday,172048,0
ATM_33,2024-10-10,220304,41946,10754,95,Thursday,189112,0
ATM_10,2024-01-24,76714,48385,7230,126,Wednesday,35559,0
ATM_47,2024-01-07,254665,49214,7283,70,Sunday,212734,0
ATM_42,2024-11-30,144522,32265,18655,179,Saturday,130912,0
ATM_12,2024-01-03,215999,1842,10947,13,Wednesday,225104,0
ATM_16,2024-09-14,266176,26550,4071,188,Saturday,243697,0
ATM_41,2024-09-19,238789,5424,19748,39,Thursday,253113,0
ATM_32,2024-04-30,66362,43896,3743,163,Tuesday,26209,0
ATM_15,2024-07-26,84054,23758,11121,186,Friday,71417,0
ATM_27,2024-01-21,140479,2724,4962,169,Sunday,142717,0
ATM_28,2024-05-19,251081,41028,15287,104,Sunday,225340,0
ATM_17,2024-10-06,177804,6698,14650,177,Sunday,185756,0
ATM_46,2024-10-15,54920,1122,5127,93,Tuesday,58925,0
ATM_50,2024-07-24,283301,28738,14445,135,Wednesday,269008,0
ATM_2,2024-02-12,195964,22286,17610,39,Monday,191288,0
ATM_36,2024-12-03,151420,3942,18453,142,Tuesday,165931,0
ATM_50,2024-04-27,198750,39690,10709,103,Saturday,169769,0
ATM_7,2024-01-05,277822,20579,14155,11,Friday,271398,0
ATM_13,2024-07-25,217816,6925,5686,171,Thursday,216577,0
ATM_15,2024-05-02,228861,11078,16696,168,Thursday,234479,0
ATM_25,2024-11-22,138310,3243,607,167,Friday,135674,0
ATM_23,2024-12-10,246781,42061,2479,163,Tuesday,207199,0
ATM_22,2024-05-21,62323,17947,4164,191,Tuesday,48540,0
ATM_26,2024-08-19,111741,47217,15308,18,Monday,79832,0
ATM_33,2024-06-12,279161,3575,12988,23,Wednesday,288574,0
ATM_11,2024-02-04,270317,25716,11703,94,Sunday,256304,0
ATM_10,2024-12-29,251589,5151,17262,40,Sunday,263700,0
ATM_25,2024-11-30,289648,28809,5763,17,Saturday,266602,0
ATM_37,2024-01-11,53834,1348,18002,193,Thursday,70488,0
ATM_48,2024-03-15,183501,9597,6667,165,Friday,180571,0
ATM_43,2024-10-26,129725,34041,10693,94,Saturday,106377,0
ATM_38,2024-07-16,236791,9489,19103,106,Tuesday,246405,0
ATM_41,2024-12-06,270997,5405,19098,160,Friday,284690,0
ATM_45,2024-09-20,293370,21616,15309,88,Friday,287063,0
ATM_24,2024-11-30,227830,12787,16011,103,Saturday,231054,0
ATM_40,2024-08-11,278988,32752,16829,160,Sunday,263065,0
ATM_46,2024-05-01,257573,39291,17882,48,Wednesday,236164,0
ATM_33,2024-03-14,254070,11599,14338,190,Thursday,256809,0
ATM_17,2024-01-28,108036,36418,1097,159,Sunday,72715,0
ATM_24,2024-06-19,77605,20185,17472,43,Wednesday,74892,0
ATM_37,2024-12-29,163054,14414,18272,96,Sunday,166912,0
ATM_2,2024-08-03,280249,2710,9152,132,Saturday,286691,0
ATM_32,2024-11-14,111758,31917,2371,15,Thursday,82212,0
ATM_24,2024-04-10,266088,13944,11489,196,Wednesday,263633,0
ATM_9,2024-09-02,173637,4669,5612,126,Monday,174580,0
ATM_4,2024-04-02,135544,31925,17398,141,Tuesday,121017,0
ATM_17,2024-03-03,55553,19912,1454,137,Sunday,37095,0
ATM_17,2024-09-22,125834,6016,17210,117,Sunday,137028,0
ATM_50,2024-07-24,193536,13944,18969,111,Wednesday,198561,0
ATM_48,2024-03-20,149869,23424,8625,149,Wednesday,135070,0
ATM_30,2024-02-06,167804,12439,17216,97,Tuesday,172581,0
ATM_40,2024-01-11,258323,21229,17813,14,Thursday,254907,0
ATM_11,2024-04-24,58500,11844,12392,116,Wednesday,59048,0
ATM_21,2024-03-30,74729,8884,2386,34,Saturday,68231,0
ATM_21,2024-08-19,206614,19370,15300,142,Monday,202544,0
ATM_18,2024-01-19,295287,25632,9472,112,Friday,279127,0
ATM_29,2024-02-21,146239,13539,5083,196,Wednesday,137783,0
ATM_24,2024-09-30,182235,17746,12240,25,Monday,176729,0
ATM_10,2024-04-03,101968,17156,12697,176,Wednesday,97509,0
ATM_45,2024-02-01,262549,37920,17512,197,Thursday,242141,0
ATM_17,2024-05-30,107728,31279,11971,168,Thursday,88420,0
ATM_18,2024-05-19,160215,15310,2636,61,Sunday,147541,0
ATM_42,2024-02-27,101947,35360,6147,89,Tuesday,72734,0
ATM_48,2024-01-21,144831,28860,4800,92,Sunday,120771,0
ATM_20,2024-05-28,149360,49130,701,179,Tuesday,100931,0
ATM_37,2024-08-08,92691,5339,13395,199,Thursday,100747,0
ATM_45,2024-08-08,61634,24181,15796,86,Thursday,53249,0
ATM_18,2024-08-29,270337,46640,3942,143,Thursday,227639,0
ATM_17,2024-08-06,65719,18679,10105,117,Tuesday,57145,0
ATM_9,2024-01-29,59861,26159,6732,32,Monday,40434,0
ATM_14,2024-02-16,267068,17569,6318,50,Friday,255817,0
ATM_49,2024-02-27,176907,21710,715,198,Tuesday,155912,0
ATM_29,2024-10-01,184846,37694,19619,15,Tuesday,166771,0
ATM_31,2024-05-19,51459,47178,3545,131,Sunday,7826,1
ATM_4,2024-01-23,293586,13717,3171,187,Tuesday,283040,0
ATM_18,2024-03-03,244382,40613,1951,77,Sunday,205720,0
ATM_20,2024-02-21,156437,11589,9435,194,Wednesday,154283,0
ATM_47,2024-09-22,50005,8885,3987,194,Sunday,45107,0
ATM_43,2024-12-07,178804,43054,7231,172,Saturday,142981,0
ATM_44,2024-06-15,284162,47972,16334,121,Saturday,252524,0
ATM_9,2024-05-30,122474,49017,12762,172,Thursday,86219,0
ATM_13,2024-01-11,256441,35803,19775,26,Thursday,240413,0
ATM_15,2024-04-04,254776,11572,5130,175,Thursday,248334,0
ATM_27,2024-03-12,58109,43694,12986,179,Tuesday,27401,0
ATM_15,2024-02-17,53829,47673,12537,128,Saturday,18693,1
ATM_28,2024-12-13,64148,10775,8657,179,Friday,62030,0
ATM_37,2024-09-28,235574,48979,6442,34,Saturday,193037,0
ATM_19,2024-04-04,219360,44120,12188,196,Thursday,187428,0
ATM_26,2024-08-20,204326,25411,14583,38,Tuesday,193498,0
ATM_26,2024-02-17,267872,35194,18538,15,Saturday,251216,0
ATM_25,2024-07-26,239032,44622,14970,23,Friday,209380,0
ATM_26,2024-08-14,59077,39576,9316,181,Wednesday,28817,0
ATM_26,2024-03-17,150374,41787,14997,185,Sunday,123584,0
ATM_46,2024-12-14,220790,47234,17577,44,Saturday,191133,0
ATM_28,2024-08-06,148464,25021,7057,79,Tuesday,130500,0
ATM_49,2024-12-25,92177,16596,15706,65,Wednesday,91287,0
ATM_18,2024-03-21,283554,7398,12812,17,Thursday,288968,0
ATM_32,2024-02-06,66551,18527,18396,167,Tuesday,66420,0
ATM_3,2024-04-11,152216,33772,9902,165,Thursday,128346,0
ATM_2,2024-07-09,265694,30614,5134,36,Tuesday,240214,0
ATM_33,2024-01-29,167290,3111,18623,136,Monday,182802,0
ATM_42,2024-11-09,54439,7489,18556,54,Saturday,65506,0
ATM_19,2024-09-09,136027,35621,15624,106,Monday,116030,0
ATM_17,2024-09-07,266597,15880,5903,99,Saturday,256620,0
ATM_44,2024-08-13,125281,3842,16978,130,Tuesday,138417,0
ATM_33,2024-04-03,165137,9852,5678,153,Wednesday,160963,0
ATM_12,2024-03-26,218509,48199,6281,23,Tuesday,176591,0
ATM_49,2024-04-19,234251,13236,6811,72,Friday,227826,0
ATM_3,2024-08-04,204190,24002,9853,197,Sunday,190041,0
ATM_43,2024-07-14,134457,25315,10333,66,Sunday,119475,0
ATM_49,2024-10-23,129014,8939,12528,197,Wednesday,132603,0
ATM_26,2024-02-13,279320,8547,7940,60,Tuesday,278713,0
ATM_35,2024-03-30,282085,17205,10754,104,Saturday,275634,0
ATM_8,2024-06-03,111904,28656,9240,93,Monday,92488,0
ATM_36,2024-04-18,134877,23994,9340,135,Thursday,120223,0
ATM_7,2024-02-28,129582,12785,16216,55,Wednesday,133013,0
ATM_46,2024-04-19,52664,6494,2595,136,Friday,48765,0
ATM_46,2024-04-15,215629,27831,17072,31,Monday,204870,0
ATM_36,2024-08-08,103254,5473,17193,33,Thursday,114974,0
ATM_16,2024-09-19,294718,6486,1873,59,Thursday,290105,0
ATM_24,2024-03-22,184306,24496,17885,75,Friday,177695,0
ATM_1,2024-09-28,294513,24220,11790,143,Saturday,282083,0
ATM_49,2024-02-18,96274,15995,12922,138,Sunday,93201,0
ATM_25,2024-02-01,230542,36439,3004,174,Thursday,197107,0
ATM_10,2024-03-29,68561,46544,8167,138,Friday,30184,0
ATM_16,2024-01-19,256956,7505,5130,162,Friday,254581,0
ATM_16,2024-01-03,179242,7966,18948,59,Wednesday,190224,0
ATM_8,2024-02-29,224585,27583,16209,194,Thursday,213211,0
ATM_29,2024-08-29,279804,42556,16365,123,Thursday,253613,0
ATM_39,2024-01-29,178830,5521,13543,75,Monday,186852,0
ATM_28,2024-03-15,144451,23171,367,178,Friday,121647,0
ATM_6,2024-03-10,158981,39731,11538,143,Sunday,130788,0
ATM_16,2024-03-23,62594,4262,18970,90,Saturday,77302,0
ATM_20,2024-12-22,80504,19301,16722,181,Sunday,77925,0
ATM_16,2024-06-21,181972,24515,18046,175,Friday,175503,0
ATM_7,2024-07-15,174500,19256,16201,153,Monday,171445,0
ATM_41,2024-12-11,221262,37029,12677,51,Wednesday,196910,0
ATM_14,2024-05-26,290966,10875,18295,93,Sunday,298386,0
ATM_43,2024-09-29,83516,38442,8218,195,Sunday,53292,0
ATM_26,2024-02-04,236368,2096,4005,109,Sunday,238277,0
ATM_26,2024-04-22,104024,24982,1544,129,Monday,80586,0
ATM_14,2024-07-24,250897,32029,18974,104,Wednesday,237842,0
ATM_7,2024-06-06,245522,44893,3902,128,Thursday,204531,0
ATM_33,2024-09-09,155835,32397,9227,56,Monday,132665,0
ATM_26,2024-05-01,293556,45795,6845,116,Wednesday,254606,0
ATM_45,2024-02-17,211913,43015,6132,157,Saturday,175030,0
ATM_20,2024-07-03,257211,22605,6775,198,Wednesday,241381,0
ATM_3,2024-09-29,83795,36043,7108,179,Sunday,54860,0
ATM_4,2024-04-10,259044,35665,1410,36,Wednesday,224789,0
ATM_26,2024-01-15,225164,9318,16238,184,Monday,232084,0
ATM_11,2024-05-07,175721,7716,11643,140,Tuesday,179648,0
ATM_2,2024-07-28,149444,42312,19065,41,Sunday,126197,0
ATM_14,2024-04-21,164347,13668,5012,191,Sunday,155691,0
ATM_44,2024-09-26,229021,12522,8088,73,Thursday,224587,0
ATM_30,2024-05-21,156733,28603,13604,27,Tuesday,141734,0
ATM_49,2024-06-21,145369,38189,9376,50,Friday,116556,0
ATM_12,2024-12-18,71209,10885,12083,132,Wednesday,72407,0
ATM_26,2024-06-14,54553,9549,12515,125,Friday,57519,0
ATM_44,2024-04-28,159028,7404,16133,14,Sunday,167757,0
ATM_33,2024-07-21,80714,40446,3985,123,Sunday,44253,0
ATM_13,2024-01-11,196513,46211,3311,55,Thursday,153613,0
ATM_14,2024-09-05,100906,4799,12107,62,Thursday,108214,0
ATM_24,2024-10-30,73376,23717,853,60,Wednesday,50512,0
ATM_34,2024-09-04,275993,40537,19114,185,Wednesday,254570,0
ATM_44,2024-06-02,84378,31275,9376,65,Sunday,62479,0
ATM_26,2024-11-18,274302,32860,5831,12,Monday,247273,0
ATM_21,2024-01-25,152743,41661,9218,152,Thursday,120300,0
ATM_28,2024-12-07,63650,9628,14788,21,Saturday,68810,0
ATM_48,2024-08-08,179259,8403,3241,171,Thursday,174097,0
ATM_36,2024-04-19,108831,5662,18805,140,Friday,121974,0
ATM_40,2024-03-30,54758,8239,12822,81,Saturday,59341,0
ATM_2,2024-09-21,171207,43398,4763,52,Saturday,132572,0
ATM_42,2024-02-09,143306,40451,12827,68,Friday,115682,0
ATM_9,2024-09-19,196379,35703,9333,135,Thursday,170009,0
ATM_23,2024-06-06,148549,39268,5359,11,Thursday,114640,0
ATM_15,2024-04-27,190541,2878,2840,156,Saturday,190503,0
ATM_13,2024-09-12,261509,40126,8926,174,Thursday,230309,0
ATM_23,2024-07-14,253450,34357,4646,105,Sunday,223739,0
ATM_17,2024-11-09,253666,36725,13597,32,Saturday,230538,0
ATM_48,2024-11-06,191592,48686,3042,26,Wednesday,145948,0
ATM_2,2024-01-14,277394,35060,13391,45,Sunday,255725,0
ATM_20,2024-04-27,229852,24102,16911,118,Saturday,222661,0
ATM_20,2024-08-04,248164,10685,7256,163,Sunday,244735,0
ATM_46,2024-07-23,231781,6771,11243,78,Tuesday,236253,0
ATM_3,2024-03-17,281598,41715,13419,37,Sunday,253302,0
ATM_12,2024-06-20,210958,45969,1680,162,Thursday,166669,0
ATM_40,2024-01-26,167020,18395,4014,196,Friday,152639,0
ATM_2,2024-05-07,124032,35163,17228,180,Tuesday,106097,0
ATM_36,2024-05-21,159418,14663,12610,116,Tuesday,157365,0
ATM_14,2024-01-24,271976,40675,17494,151,Wednesday,248795,0
ATM_16,2024-08-19,173286,31704,15574,68,Monday,157156,0
ATM_19,2024-06-25,99146,40110,4391,24,Tuesday,63427,0
ATM_34,2024-12-06,111771,44727,6959,89,Friday,74003,0
ATM_44,2024-08-22,175232,7908,14691,95,Thursday,182015,0
ATM_46,2024-11-14,76613,25082,11680,114,Thursday,63211,0
ATM_6,2024-01-26,151270,22531,15508,156,Friday,144247,0
ATM_13,2024-09-22,195156,20863,6495,131,Sunday,180788,0
ATM_36,2024-12-27,191980,33612,19403,185,Friday,177771,0
ATM_22,2024-04-26,77396,44505,14691,128,Friday,47582,0
ATM_18,2024-02-27,95606,43778,372,193,Tuesday,52200,0
ATM_12,2024-09-26,290610,48222,14242,189,Thursday,256630,0
ATM_30,2024-11-24,119538,29087,10154,87,Sunday,100605,0
ATM_40,2024-10-21,51360,47293,10661,198,Monday,14728,1
ATM_7,2024-05-01,255853,32846,10343,167,Wednesday,233350,0
ATM_32,2024-06-07,165127,12886,9602,75,Friday,161843,0
ATM_48,2024-06-26,185425,8695,14120,121,Wednesday,190850,0
ATM_19,2024-05-23,132702,895,275,112,Thursday,132082,0
ATM_6,2024-11-23,216450,16140,1964,95,Saturday,202274,0
